user_id,anime_id,rating
54713,14277,8
55236,992,9
49149,98,5
55868,1302,9
67925,10271,9
33141,15225,6
31297,3782,8
11536,285,7
28619,1726,9
73020,1535,9
5120,8476,7
29885,31173,8
60240,1830,8
68049,11553,8
49786,857,7
64636,11933,7
71456,10611,9
58145,155,8
38660,11266,8
53137,572,7
65389,2952,8
6036,880,7
3127,270,9
15290,4654,7
37418,12467,6
36111,22123,8
3115,26243,7
49420,3266,8
71456,6023,8
64636,6023,7
66652,232,7
70839,2904,9
53123,29017,8
67180,986,10
51039,2963,7
16142,4382,8
59531,756,8
47562,32,8
58992,2595,8
45071,27887,8
45210,6030,8
63539,14345,8
20590,6372,8
271,5081,10
22194,61,7
21856,8074,8
67224,120,8
38595,31804,10
45010,6385,6
6771,1597,7
271,23225,8
2246,2904,10
7199,713,8
37243,18753,6
13320,5081,9
41914,3091,7
52550,24893,8
12792,14511,10
21856,1531,8
41484,1222,9
31588,28817,7
48203,20031,7
65885,5114,10
15441,601,9
31439,1535,9
31365,8630,8
56256,15605,8
12992,24347,6
9854,457,8
60300,10495,8
53123,10721,9
49531,1723,10
10715,1562,10
39646,8479,8
27680,5079,10
38882,10417,6
24453,11227,9
13262,8937,9
40257,21561,9
32236,263,8
6035,2131,9
22433,322,10
28164,226,5
55010,2215,9
73474,918,8
61916,5667,8
2012,13411,10
62235,25389,9
34467,856,8
14088,10715,9
49785,6862,6
42276,21771,7
65727,3515,9
35635,1074,6
8575,9756,8
40273,24037,7
19724,5114,8
15726,597,10
70793,8937,8
17365,8129,10
24189,11759,10
48667,6793,10
7345,1462,7
30737,11349,6
40179,14227,7
35866,22535,9
61982,523,9
51921,1818,6
49051,732,7
37243,1397,7
3836,27831,9
21867,10620,10
2623,15037,7
17160,756,8
70839,20689,9
4838,121,9
32979,30,10
58880,4772,9
47282,355,10
50569,120,7
41449,25013,6
2407,8074,4
41607,3652,7
45054,4752,8
7080,21405,7
40273,246,5
40176,6114,7
27756,3701,8
63965,21881,7
12930,14827,6
69565,12049,9
29275,4898,4
35719,19703,10
47737,1079,7
5874,7311,10
55810,20787,9
3029,23847,9
13861,6746,8
44375,10521,8
42321,990,7
4053,2167,8
6035,8876,5
68056,9624,6
60240,1843,8
7345,33,9
46527,31706,8
57284,15315,8
7345,16646,5
6381,411,5
30114,12893,6
66741,1889,8
56987,7724,8
23727,7472,9
22894,182,8
20307,10793,9
6969,11761,9
3029,8460,7
56192,9790,7
40607,21855,6
15552,24,7
34796,10092,7
27351,10020,7
31365,4415,7
12140,15391,6
15065,28677,9
27529,6347,10
71107,29803,9
3399,14227,7
53716,241,5
46533,2672,7
13740,5530,9
41484,1239,7
60701,4744,10
65836,33,10
24129,9465,9
56298,164,7
48564,16524,8
59876,889,9
55868,5630,8
69372,20787,6
52780,813,5
40044,2605,7
15200,226,9
59190,405,8
61842,15039,5
61842,1367,5
23977,19365,8
73272,442,8
51921,941,7
35838,13145,6
13569,19951,10
24180,9936,6
40273,2207,6
25732,3270,7
69342,30363,5
38660,198,9
40082,431,10
67744,1088,9
56688,2993,8
31297,34240,8
17172,23233,6
35685,33028,10
48033,10163,7
54713,157,8
8686,4181,9
7816,21843,7
47282,1325,4
24849,202,10
20663,10067,7
8028,257,10
53653,11597,9
13411,23281,9
7345,2986,8
28856,6587,10
43471,9989,8
24632,2274,2
25726,6573,9
7504,147,7
65836,9846,6
1422,9656,8
4649,12403,10
27351,29067,6
40294,10408,8
129,45,10
15072,269,10
69177,13601,10
57674,28907,7
52969,24,8
3500,59,8
57410,10020,8
73088,17121,9
7080,6880,8
7468,4918,8
31297,47,8
57522,1508,7
52878,3588,10
27230,4196,8
48993,5162,8
70594,14289,6
19003,4752,8
60877,60,8
47504,30346,10
27351,23199,9
67833,9756,8
55458,21185,8
7080,5258,7
39480,1681,8
35371,8516,10
32236,9435,6
11536,6421,9
50359,854,7
63203,269,9
17663,28171,8
57660,16,9
63502,11111,10
63917,19815,10
64225,60,5
40883,73,7
11536,11001,10
17060,9989,10
35685,2966,8
61732,4224,6
56670,11703,6
64812,6791,7
71207,10165,9
59439,596,8
10783,91,8
43652,15807,7
59531,853,10
30599,4725,6
21786,7769,10
56560,1829,7
17990,6746,7
23333,2476,10
61299,513,7
32134,13759,10
7080,1535,9
30737,14345,8
10194,32438,6
11243,730,6
45010,31143,5
63044,1674,9
57605,31636,6
43652,2472,7
34653,8277,8
45010,17895,1
40760,7059,5
47530,1526,8
65235,15199,8
5665,1140,9
34724,21863,8
28068,8769,8
55628,6512,9
25583,11111,8
37595,5114,10
34796,7264,5
60128,594,5
63052,31716,9
36111,11111,10
35371,7304,9
59876,9919,7
22894,1682,7
63052,21415,7
33747,1827,9
446,18497,6
31518,14749,9
56738,1313,4
14187,20021,8
11536,11237,9
70829,2001,10
65146,10029,8
40257,15045,6
19812,1535,9
72875,30276,9
19963,18229,7
4583,9919,8
36111,13807,8
30452,10067,7
24684,15417,9
52089,899,8
59531,2294,6
40257,16512,9
6035,8675,9
36163,552,4
13569,18851,9
60475,1250,10
53888,4551,9
32118,4437,9
11536,3535,7
61621,9834,10
16097,12531,10
60240,3328,8
71300,7054,7
239,4752,10
26991,1723,4
43640,24451,8
6710,63,7
43704,34240,8
61816,523,10
13320,2472,6
14620,8900,7
57605,10808,8
26684,7662,10
6022,67,10
36111,29027,7
11549,4814,8
60240,5333,8
61621,199,10
59531,443,6
66936,8460,8
5709,6114,7
71014,24703,8
40179,3354,4
25804,1709,7
22455,502,7
6710,199,9
65836,4786,4
41449,15315,6
62235,21851,9
39480,459,8
73088,16273,7
23599,6980,9
22880,23281,6
60240,1719,8
11561,32,9
15726,15605,7
19546,1726,6
3566,28907,10
13086,23277,10
48499,22273,6
56738,21405,7
52901,7338,8
53653,6867,9
64354,5681,9
72527,28405,8
446,10897,7
35669,1691,5
28294,10793,7
58801,4182,9
26228,1842,9
35280,27891,7
50486,530,10
47995,18441,7
41557,10863,9
53653,830,8
65415,14075,9
35635,21809,5
70617,6381,7
24684,12293,5
58295,659,10
73308,7588,9
58171,3092,9
16410,9539,7
58898,7079,6
51969,1498,10
30452,790,9
6969,28861,7
18574,14277,5
61914,4063,6
7521,2167,8
27756,28805,6
30541,13585,9
50460,392,8
35687,19815,10
67192,2144,9
52321,318,5
24684,4752,2
26991,68,10
63745,10793,8
44432,341,6
47995,20021,7
41334,6288,10
19724,6954,7
37493,28223,9
3500,1240,8
642,12477,10
63052,6347,9
27861,1313,7
3127,2924,9
53887,490,8
30737,9618,6
32185,64,8
1157,15451,5
19437,11617,7
11747,12531,10
33032,16201,10
42405,223,7
9560,23755,8
45010,1932,5
53105,180,5
72659,2963,7
46150,3962,8
72659,18495,5
51921,5538,8
54437,6862,10
11536,8961,8
38660,1210,10
12326,16762,8
38348,16700,7
27611,4752,8
59531,1214,8
19963,19769,5
56590,24455,7
15445,10080,10
51965,17821,7
70687,13125,9
49786,10219,7
66936,16894,10
35731,11771,9
55142,1363,10
564,813,6
462,64,7
68356,19815,7
60273,165,8
43102,10470,7
11243,1726,8
37418,28025,7
49149,330,7
70829,30,10
40094,31636,7
58898,477,7
25492,18857,6
1924,11285,5
26619,1818,4
2933,4181,10
69141,11771,10
57674,31251,9
6797,343,6
54602,2236,7
38804,6610,6
20590,30015,7
37653,597,6
31365,3549,6
28164,3231,8
50367,4477,9
47995,8246,8
129,6987,4
9524,28979,7
25971,10321,10
10194,30895,7
29885,1575,9
65156,20423,8
7345,1505,6
4683,2787,10
31695,5204,7
1861,841,7
38348,6115,8
33474,23281,9
24684,10713,7
15065,199,9
57410,15437,6
51965,3965,8
40294,339,9
10307,9919,8
15290,11759,6
53684,513,9
32155,19193,6
12292,4535,7
49785,31798,5
1848,17641,6
3981,29067,9
71059,4063,6
27672,9253,10
19437,7769,8
31928,11111,10
16657,1827,9
46262,2476,8
57500,1210,9
51495,1202,4
66348,433,8
57410,6682,4
35280,6127,7
29092,8769,8
7382,226,9
6077,121,10
24849,10017,7
54608,12695,9
40966,384,10
40273,16982,4
54713,11577,10
19963,265,9
22455,2605,7
56738,11013,6
39638,30,6
47781,72,9
33214,31764,9
19714,1239,10
72875,21995,6
64636,8407,7
36623,9989,10
30833,10884,9
18982,356,7
34796,6862,8
41575,31859,8
68944,30127,10
36911,28623,7
35731,22547,6
39646,17895,9
32337,11633,9
31941,193,7
18270,15451,7
35822,9756,9
51388,4182,7
65848,4918,10
9068,33,10
21856,19211,7
7445,400,9
46706,26243,10
976,21561,7
59531,27,8
66952,28825,8
44739,9330,6
51562,5907,8
60967,980,8
27296,14289,6
30223,6774,8
8213,164,9
17692,28171,9
22028,9989,9
12033,31964,8
10523,591,7
43137,19951,10
22613,3342,8
54688,9656,8
5120,28391,8
44739,11741,8
60223,3223,10
34796,15699,7
63666,269,7
5668,305,6
73378,29317,8
67224,487,7
34992,25285,6
62235,2924,7
8100,2759,8
71804,12049,8
2820,14345,9
47995,28497,8
40273,1302,8
72630,2104,7
37471,30654,8
24239,10477,7
29548,1221,8
9856,10793,10
45085,7054,10
17980,5507,8
43640,10719,8
23977,6594,8
13636,1535,10
61519,135,9
32185,8769,6
30219,11771,8
31257,731,9
7345,7083,5
8963,523,8
72646,1689,9
19680,907,7
14476,984,6
28938,11499,8
1033,20,8
55383,2923,9
58145,1255,6
37418,8769,6
15290,15809,7
67339,137,9
41557,21085,6
57593,317,6
13963,523,10
2986,5958,10
63908,16782,8
20053,10260,7
24034,9041,1
17088,28701,9
31316,17074,7
45010,31540,10
35251,23289,9
48299,12189,9
67830,22199,8
47799,5493,7
14788,7465,7
49149,356,6
36192,21881,7
52011,150,6
44375,6747,10
8100,225,8
43652,30740,7
30494,10163,10
69796,191,7
45071,32608,2
18270,71,7
25057,10536,7
34467,572,9
72731,11491,7
41458,9253,10
67844,2589,7
13909,13125,10
200,384,9
10496,5060,8
62006,24415,9
20663,14663,6
72954,30915,7
2873,11013,10
18454,47,10
771,20031,7
57892,741,6
35280,471,7
17692,21561,8
48499,4548,7
50569,5690,8
43611,21881,9
37637,27899,10
30385,20,7
28796,4654,8
226,469,6
26841,4081,9
48293,4725,10
47921,11577,9
25804,2842,5
65868,246,6
6356,10460,7
3566,21541,10
10194,12413,7
2820,25157,6
41449,2446,6
68672,5114,8
57660,1519,10
16916,227,7
46533,7593,8
51562,2364,7
35962,10863,9
18578,6347,8
30680,11433,8
40273,17729,7
22894,23289,7
45010,18229,4
42699,22145,10
66936,19815,9
17172,1519,9
25121,3457,10
14782,24415,10
33891,15583,8
67737,2993,7
16132,8246,7
9163,3588,9
71304,16870,9
24399,12413,7
52786,270,8
12033,24031,5
10523,1140,9
67641,1130,8
34383,10049,10
66838,6746,9
35687,22877,8
58816,185,10
24559,1530,9
22194,371,4
57593,33,8
58429,8190,9
7345,12449,4
44815,10793,10
59317,59,10
57959,708,5
2933,28121,7
14041,18397,9
33909,540,8
14313,11665,8
63140,14741,8
40109,10379,9
47159,552,8
226,11617,8
29068,1118,8
41542,1894,7
58280,339,9
27230,5342,6
7340,317,7
11536,3782,9
52049,1952,7
33474,226,8
18827,1840,10
5617,2025,10
31560,19429,8
52524,1686,7
45071,23385,8
41449,9863,9
43640,550,8
37637,3731,8
49761,1469,10
30006,3783,9
14636,31163,7
18523,9736,8
56670,8841,9
6035,14813,8
44488,11701,6
30974,18441,8
2246,2025,10
57484,1576,7
72055,30240,10
29405,10162,8
29338,23321,10
15666,23321,9
38804,23283,6
45248,3588,8
39119,11433,9
51466,3389,8
7449,1920,8
28953,17867,10
27754,1292,6
4053,1562,8
69300,1195,10
24696,11757,10
70829,356,4
57242,10213,8
22613,20853,8
58168,68,6
64354,16512,7
23741,232,10
38804,1195,6
446,24459,7
6771,10628,6
24849,9919,8
47981,2148,8
45213,20,7
72115,5365,10
27166,10643,8
48993,11741,9
48497,8449,5
24239,7059,8
62790,18677,6
60201,20971,6
54236,2787,6
48499,15109,8
13301,11061,8
49149,1738,5
15290,12115,9
5463,431,10
41100,6920,7
52648,2001,10
23650,877,10
2912,6045,10
46301,22729,9
19106,1004,3
44539,100,10
5709,4898,8
27983,7088,10
4742,9253,10
54524,227,10
10492,226,9
1813,3457,5
18640,2581,7
37418,23283,8
46029,3655,9
42689,2993,10
47282,490,6
34796,10805,8
42317,23755,10
37470,30321,8
58964,30276,8
29338,2680,8
66952,14075,8
17534,861,10
53969,1674,8
4838,2505,8
72954,13601,10
34796,10928,8
38155,11633,7
462,10418,7
11536,897,7
60240,23079,7
42757,31737,7
16142,10589,8
37243,9958,7
12226,6201,10
24129,15225,9
6356,4983,6
53423,8740,8
23020,1469,3
80,6951,6
73063,10620,8
58349,177,9
57875,1887,9
3566,30365,10
4649,8424,8
57605,25731,7
19207,2001,10
6717,31478,7
7466,12175,8
9780,225,7
47995,13145,7
1924,550,7
57956,157,8
18223,248,8
51408,79,9
46469,30123,8
64354,9513,9
33891,16498,6
32507,9479,5
35470,1535,10
20053,24703,6
37243,33113,5
40273,6152,5
42306,20785,10
66741,1089,6
25644,5978,10
7080,433,9
33557,16918,9
51044,2889,8
3521,597,8
49420,394,8
5120,16982,9
45269,150,6
4340,12049,7
71818,6500,6
39130,7711,8
15065,22199,9
7445,949,7
56590,7334,4
12497,393,10
67224,10216,6
37301,986,5
492,29301,6
7407,898,8
62235,11979,7
42757,16067,10
56560,11977,9
45010,21273,10
462,17265,8
60128,245,10
60881,673,7
3603,4752,7
37243,19111,8
9472,1196,7
36911,18897,8
12517,17247,6
40981,11111,7
54713,2130,9
20761,33,9
60128,4214,8
39153,1889,9
23020,7334,5
59457,1,10
41391,4224,8
61816,11123,8
9635,10396,8
50592,3446,7
65576,12531,8
2820,5258,9
55737,25013,7
34383,32083,9
34796,31740,5
32507,20031,6
53423,11111,9
58816,62,8
41565,1117,7
24849,277,10
68672,5081,9
47229,20899,9
67090,14467,8
72035,7148,6
30833,16001,10
15546,6875,8
34546,104,7
35635,2156,6
40094,849,8
43652,6399,7
44739,11617,7
46645,28223,10
51562,2461,8
43563,4898,9
55356,5355,5
17980,31098,10
8575,21881,8
30782,13125,10
69540,330,7
73158,7785,10
12709,6007,6
73272,13535,9
40981,5030,5
40273,18247,4
27124,3654,8
24684,846,10
28962,6682,4
62785,16498,10
49656,2685,9
18640,19815,8
30599,8841,8
7521,4224,10
54053,4130,9
23977,395,6
39254,1004,9
68049,1696,9
14883,11759,8
59531,177,8
23333,5772,5
22255,24365,10
65836,3914,6
7340,408,6
44829,11285,7
37565,20583,8
71508,19775,8
33891,4999,5
3127,10418,8
3981,10020,8
66741,7222,7
61714,24415,9
31319,3901,9
65156,10863,9
40273,6920,1
52208,459,7
22288,6050,9
37475,5530,8
20829,34240,9
73088,17157,7
41449,3091,10
51562,1500,9
46892,18441,8
24455,7311,10
67229,597,10
47282,8291,6
49495,1589,7
62006,26055,9
27230,2683,7
49639,4151,6
26459,11757,8
25726,25161,6
33048,11553,7
56560,14349,7
3426,2118,7
39277,6880,9
70839,30014,7
28259,101,9
6381,1965,8
47159,16592,6
4302,6676,7
27656,14467,7
18895,10161,10
55457,199,10
18564,2890,9
29642,6675,9
56688,79,10
45271,23311,10
45071,11341,8
45010,13535,7
54174,431,8
31439,761,10
20053,2034,7
56356,120,7
36388,8449,8
32796,245,10
47372,23079,7
2306,935,10
57410,8425,10
52969,1559,9
47282,2817,5
5189,10080,7
18030,3784,7
34383,1313,10
54127,16201,6
44739,17777,5
24034,14829,6
4649,21843,8
4683,29093,8
49149,3848,5
1167,199,9
28962,7627,8
23727,30187,9
33249,16706,9
30737,10080,8
31316,12189,8
56783,5958,7
42405,31490,8
10599,64,9
39116,18115,9
11243,8449,10
446,31478,7
14782,14719,10
65796,601,7
11536,905,8
54713,2597,8
50828,43,10
32065,120,10
11352,416,9
5120,987,9
7445,527,7
10496,8769,7
73378,7148,6
6771,6033,10
60201,26349,7
961,732,10
69551,813,5
51562,1149,9
40476,4999,4
47196,132,9
43640,12549,8
54079,168,7
52550,1,8
24663,9982,7
1485,1,8
9534,18397,6
17088,6895,7
47196,11499,7
47229,457,10
22255,4224,9
51853,895,7
66171,2759,7
31452,31716,3
19724,1066,6
30782,901,10
22613,23237,6
55595,6547,7
39646,22199,8
40273,15039,7
44221,5341,10
48609,552,10
6717,30363,7
52011,467,6
13190,22319,9
65803,2246,9
10075,28999,9
66741,227,10
25961,3342,7
17659,11741,10
23340,1894,6
5189,19647,8
27899,5114,10
39119,4999,6
492,17397,5
38804,5030,6
60778,10396,7
28954,18455,6
49785,5342,5
45010,1338,2
24684,1860,7
44680,873,6
41885,6129,8
57660,3613,10
6356,1562,8
67193,291,8
61816,30915,9
54713,32648,8
54452,431,8
47961,4214,9
4662,6956,8
45271,25835,10
38668,21659,8
10523,4540,8
9523,11741,10
52550,4938,9
63745,18441,8
41496,232,8
56356,28927,9
41126,22265,9
61070,2753,9
72822,1535,8
39254,16417,10
57410,6633,7
57605,12413,8
24849,8918,8
41565,16067,5
64354,16528,8
18270,3229,7
72088,9379,5
48293,7059,10
39480,9041,6
52089,1956,7
28856,9734,8
68349,174,8
2820,6867,8
30363,371,7
24663,11761,6
33426,1559,9
38772,1943,9
13034,2236,10
37985,2961,6
51572,8133,8
30833,6884,6
15557,10793,8
4662,135,9
39254,16870,9
54079,953,10
18600,1416,9
39517,6707,9
28619,6213,7
15909,27833,8
16193,4282,5
64432,29785,8
6969,10578,7
72630,21667,9
3399,6045,8
21786,15225,9
40996,16918,10
14338,5262,6
37253,597,8
65836,14373,5
55356,4214,6
24239,14807,9
52969,199,8
17796,29067,7
68382,269,7
53628,2167,10
65107,3588,9
34153,19815,10
67744,902,9
18882,21995,10
27397,14227,9
28042,14669,9
64664,10713,8
22613,1575,10
27124,20,8
58306,2129,9
46892,1840,8
25121,10408,9
25121,18179,8
18600,12883,8
12026,11705,9
58816,15,7
13301,30503,6
41607,6896,7
10239,1575,8
31588,21177,7
44488,10638,7
40674,7593,7
24182,8769,9
73272,1498,8
25961,9756,7
3029,7054,10
35635,12365,10
49786,6479,7
57936,450,7
28800,7054,10
16389,3701,10
12580,32484,10
62889,20053,7
69001,8190,9
56590,29787,8
3836,10080,9
492,31867,4
51933,469,10
9856,14813,6
20761,13807,5
19963,15417,9
51562,1623,9
61070,31043,9
23020,132,7
18270,208,7
32608,22297,10
61568,243,5
40273,392,10
45071,21267,6
27351,26055,8
15441,164,7
30680,28791,9
4838,64,8
35066,11771,8
7468,16894,9
38189,18229,7
24053,813,8
56313,6166,7
34851,293,7
27166,10800,10
43652,19123,7
18964,4752,8
58880,31771,10
6771,1966,5
22455,1722,6
52089,5252,7
65351,1842,8
22740,356,8
14476,1255,6
7365,2001,10
10194,31483,9
71207,13535,9
43875,16592,7
34796,21339,9
129,6637,9
24656,9656,10
24239,30499,5
2165,11757,8
73063,2759,9
48497,2962,9
51692,6548,2
31588,762,6
41637,18153,7
62104,11757,8
54215,4472,9
54713,2166,7
7235,20855,6
987,11319,9
60310,10075,7
6969,30654,9
45271,29095,10
25798,3731,10
24751,22759,5
9780,19815,10
12930,3958,8
61436,7593,8
59531,2031,8
41885,656,10
53356,44,10
18564,3455,6
31316,31240,9
25732,48,7
38660,18857,9
30300,10080,8
58171,22319,6
37708,18679,6
65146,10893,4
52969,1252,4
65311,10589,7
60877,21603,9
67224,272,8
45271,1535,8
63819,9834,9
60240,992,7
25726,339,7
50585,5680,10
39976,5112,7
63965,30240,8
3399,3667,7
58964,3467,9
11536,2284,8
20819,20507,9
56849,10568,9
3115,11771,9
49786,9989,9
7080,1195,6
29686,1430,9
50794,2001,10
70829,21855,10
16254,2216,5
64159,227,10
17088,27775,8
29642,1575,9
19059,9919,9
54053,79,10
40834,33,8
53423,924,6
18768,14753,4
50404,80,7
12825,1374,8
58295,1887,8
30741,513,7
30434,6758,9
43077,21329,9
13557,740,8
45010,17115,8
39479,11757,7
7445,2775,8
30114,20507,9
25143,81,9
38672,897,9
3426,895,6
11047,617,10
49149,7720,6
50359,1140,10
28631,1118,8
17931,17777,6
51572,20555,8
49591,178,6
34742,11111,7
43393,7870,10
58898,376,6
10715,849,8
28042,18153,10
20735,11111,8
49495,12403,6
64664,6736,7
42321,32189,7
35731,18897,9
52901,2994,10
7345,14575,7
38660,23755,9
41522,16498,10
72558,6213,9
854,11759,8
30219,12001,7
61923,31637,8
64865,22265,10
22613,14175,8
15890,10408,10
40996,14199,7
12033,889,9
7340,5924,7
18031,6880,8
28294,10067,7
8203,1185,6
39480,10294,8
56855,5118,7
13584,1535,8
1798,6547,10
46645,11111,9
27296,13759,8
69001,29976,8
63745,23289,8
45010,3702,9
5565,1023,8
73308,3667,7
32337,587,7
31316,8074,8
11267,23283,7
30207,269,8
56084,14227,8
18223,8841,8
26476,6421,7
55121,1577,6
65311,24415,10
51448,240,9
37470,12549,8
36623,1852,9
5665,935,8
6197,1593,7
72646,185,9
32979,11887,8
58171,19815,9
41449,13601,10
20950,9989,10
31316,10163,8
22613,11617,7
56192,10793,8
69763,9989,10
57660,936,8
38672,2520,8
61732,23281,7
10307,228,10
69180,15085,9
43652,2386,7
47961,528,7
18021,28121,7
23977,6205,7
20900,1292,7
27680,6201,10
49786,2889,8
37054,28297,10
22613,24171,6
30741,6610,7
18592,14289,8
65146,28957,8
73020,431,10
26062,14397,9
13573,2476,4
34796,13173,7
7816,8424,9
24751,5940,6
5010,1016,6
30777,1205,8
6822,876,5
28697,29785,7
642,123,9
51965,5030,7
54037,47,9
26901,322,6
17160,6438,9
18673,2142,10
11536,10029,8
7816,5258,10
40883,10897,7
24849,12921,7
53969,17,8
4838,297,8
65645,14741,10
45215,578,10
10523,2994,8
57410,3588,8
12825,33,6
20735,199,10
25718,9926,8
40966,532,10
23520,1535,7
59190,121,8
25718,6707,6
40673,164,9
29092,5680,10
18270,33,5
26619,2787,9
51494,5060,7
15786,4382,4
51773,1453,8
45248,27775,5
65576,1575,5
30219,895,7
70318,6045,5
22613,824,5
73063,14075,6
52846,4066,7
52969,2158,9
65836,3595,5
39254,15613,10
57284,8915,7
15779,934,8
35687,134,10
40607,14175,7
3399,15,10
7306,6351,10
22754,2476,7
7070,73,10
13920,225,6
58771,849,8
60128,241,7
39976,20689,7
49420,1686,8
62006,6372,8
3500,1225,5
1167,9907,6
6969,14289,9
30385,1535,9
68241,9253,9
24399,8408,7
45269,28623,7
70486,12859,9
37243,30911,7
5709,1571,9
45085,4898,10
24453,10547,7
45010,5772,3
73510,6922,9
72646,20787,9
43905,20031,8
40996,14811,10
51562,1628,9
27656,11499,7
68123,6702,10
60015,5150,8
41644,270,4
65888,853,9
18578,3572,8
30439,11741,8
33474,27989,10
64690,24415,7
63539,170,8
24684,225,5
35280,21635,7
65836,710,7
48203,15583,7
12517,1535,7
49827,513,9
17572,6547,9
7345,5020,3
38660,11761,9
61256,93,9
66336,1122,6
65423,6045,8
29620,4898,8
22894,7711,8
32912,6045,6
24751,6205,7
22279,8861,10
30541,14227,5
56499,199,10
58662,1508,7
64899,5630,9
45071,20431,6
63044,20159,10
15909,15583,7
58171,819,7
35805,19123,10
62560,4224,8
34796,14669,8
1924,11741,8
12754,13377,7
14736,19815,10
37595,813,9
49594,1824,9
50592,5114,10
63052,23283,10
70926,16894,9
24542,2001,8
24453,9598,7
51562,3011,5
32236,30654,8
41607,6401,8
40273,7592,6
60310,13367,7
56111,10805,7
65796,596,6
51375,2001,10
12292,22199,7
18031,17265,9
63125,210,8
48635,10495,8
9686,22535,10
58171,1350,6
47921,237,7
60128,59,6
52969,2251,9
913,16498,9
53084,1575,10
60240,9379,8
52970,4192,6
11011,79,9
25873,19257,4
55295,10620,7
51562,9159,8
32347,353,10
57674,9724,7
14389,645,7
226,898,6
57522,14397,10
58364,834,7
71392,15051,7
29205,6547,10
27754,9919,7
52049,2263,7
69997,6573,9
6969,1965,9
29092,3225,6
30833,4454,8
42614,30300,6
17088,5460,8
32134,4192,6
24849,6633,8
22149,587,7
18600,2772,9
57866,1543,6
37007,32281,9
39590,16904,8
23020,2392,6
22455,907,8
68056,8675,10
6197,8197,7
6197,5678,8
10523,864,8
30974,24873,7
24559,9760,8
31367,2966,9
24453,12729,8
57309,21511,6
5536,743,9
67229,9314,9
39912,12445,8
50971,330,10
39116,2685,9
6969,6330,10
57674,1750,5
21856,17725,7
58143,142,8
54452,5356,7
65836,227,6
56984,8841,5
55595,25183,8
70343,934,7
57187,17265,8
73474,6547,8
58306,2167,9
7139,1033,8
57605,8425,9
47921,20899,8
45294,11887,8
72875,16782,9
39950,1292,8
60201,4081,8
23488,170,10
38830,3407,6
1798,3457,7
56313,20847,9
57660,3420,10
6360,6637,9
126,6,9
36310,16498,10
39130,2890,6
57605,6205,8
6969,15689,10
28697,31147,9
21100,237,9
13573,18153,8
52197,6201,7
2873,14511,10
7345,90,6
16657,14227,7
67737,1120,8
25057,7711,8
39910,905,10
10307,205,8
19692,4059,8
2481,2025,6
70269,7054,9
72035,26441,10
52550,1888,7
57660,6774,10
226,1519,9
31560,11319,8
69321,3588,9
32354,11499,10
51562,4356,8
64382,10491,7
73510,11179,8
41760,20899,9
2688,9617,10
51562,4387,7
56209,14741,9
36163,33964,7
59876,14227,6
38458,1698,9
18021,13161,8
30782,4581,10
52550,10049,7
58143,441,7
28414,16592,10
15557,13331,8
38348,5355,8
28954,1363,10
54713,31845,6
69372,17265,6
13046,6746,8
6035,226,10
65836,1145,9
52089,5957,7
48993,109,7
28938,3861,8
40044,23755,8
27756,6372,7
71061,14075,9
446,1143,4
69487,13601,10
27129,6864,10
10194,28405,10
17692,3226,8
50569,2144,7
58771,7148,8
66936,1686,10
4683,33028,9
28309,487,6
68621,10379,9
60881,450,8
33141,11577,9
54030,759,10
56590,15565,5
46465,2759,10
72724,31722,6
41100,394,8
44375,2167,10
60877,12293,8
28259,355,7
5543,20,10
30737,10421,4
8213,7062,9
11561,355,7
68278,7311,8
6771,2685,9
2389,4382,8
71529,3210,10
7357,2827,7
68241,1195,8
41496,2036,7
70970,19383,6
12537,450,8
7468,442,8
14214,28825,7
52501,16592,7
64690,20787,6
44115,512,9
69796,121,8
24684,2404,8
57605,9253,10
30833,10737,7
492,29589,4
69623,10620,8
12049,10793,5
55789,813,8
72646,14289,8
56738,2787,8
45213,6547,6
4965,57,8
51375,5162,7
57875,1840,8
64836,22319,8
7340,4056,6
30782,18713,10
58771,22,6
6995,2407,9
58801,3712,9
67671,10155,7
14041,270,7
17365,6347,8
72035,33421,8
2649,585,9
27351,13759,8
56313,14829,7
71456,24037,9
46359,14227,7
61909,23273,10
34397,5941,10
7781,1408,8
15726,11793,8
51953,1240,5
64263,906,10
34992,2386,6
18790,1535,10
24849,6987,9
25718,1239,10
55356,323,4
47994,10620,8
61842,11375,4
7231,16,8
6036,507,8
3552,20847,8
43514,21881,8
19714,431,10
40674,1953,7
71456,147,9
31740,11617,9
70970,121,7
56560,7338,8
39590,4063,9
73500,7705,5
7340,12321,8
28660,442,8
68621,30375,7
52011,18679,7
64354,17787,7
47372,14075,9
66952,1691,7
10590,5060,7
15445,14345,9
51853,452,8
3839,2251,7
32845,9513,9
56783,11741,8
39580,16498,10
57660,617,9
61909,9989,10
55113,245,10
40273,14131,8
63044,1313,10
66336,5526,7
41769,10495,10
24239,31733,9
35962,16910,8
7345,19023,6
61150,2796,7
68650,137,9
18270,18679,8
271,1195,7
11154,1575,9
62352,21939,8
18600,18507,8
12226,14893,10
66936,10620,10
27351,1367,8
6974,3927,9
41874,13659,8
7345,397,7
30452,23249,10
52197,23199,8
30494,9617,10
22788,6205,7
58171,85,10
73020,81,9
10940,269,8
53116,10456,8
27229,740,8
7345,11981,9
57284,9253,10
59808,2236,9
19963,9750,8
33000,19669,8
26062,3076,7
38672,23199,9
71804,7593,8
34796,19523,5
59953,11319,5
